新课程序号,课程序号,课程名称,周学时,负责人,授课教师,教师工号,教师职称,课程性质,授课语言,校区,听课专业,选课人数,起始周,结束周,排课信息
COH244601,07928401,中国文学史（中）,2,周茜(),周茜,05082,,专业必修课,中文,四平路校区,"2024(汉语言文学 07004),2025(汉语言文学(二学位) 07917)",22,1,16,周茜(05082) 星期一3-4节 [1-16] 南218
COH257101,07929601,考古学通论,2,,李晨,15034,,专业选修课,中文,四平路校区,2024(文化产业管理 07914),22,1,16,李晨(15034) 星期四5-6节 [1-16] 南221
COH357601,07929701,青铜器概论,2,,李晨,15034,,专业选修课,中文,四平路校区,2023(文化产业管理 07914),0,1,16,李晨(15034) 星期日5-6节 [1-16] 不排教室
COH357701,07930001,古建筑专题,2,,黄松,08014,,专业选修课,中文,四平路校区,2023(文化产业管理 07914),20,1,16,黄松(08014) 星期一1-2节 [1-16] 南207
COH255101,07930501,西方古代文论,2,,李弢,05247,,专业选修课,中文,四平路校区,"2024(汉语言文学 07004),2025(汉语言文学(二学位) 07917)",1,1,16,李弢(05247) 星期五5-6节 [1-16] 南218
COH008201,07931201,精神分析引论,2,,金翱,24117,,社会发展与国际视野,中文,四平路校区,,21,1,16,金翱(24117) 星期三7-8节 [1-16] 北122
COH009502,07932702,茶道跨文化美学,2,,何心鹏,14863,,人文经典与审美素养,中文,四平路校区,,30,1,16,何心鹏(14863) 星期四9-10节 [1-16] 北319
COH009501,07932701,茶道跨文化美学,2,,何心鹏,14863,,人文经典与审美素养,中文,四平路校区,,30,1,16,何心鹏(14863) 星期四7-8节 [1-16] 北319
COH009701,07933001,批判性思维,2,,陈君华,91138,,工程能力与创新思维,中文,四平路校区,,13,1,16,陈君华(91138) 星期三7-8节 [1-16] 北119
COH009901,07933201,精神病理学与健康心理学,2,,徐献军,18021,,人文经典与审美素养,中文,四平路校区,,60,1,16,徐献军(18021) 星期三7-8节 [1-16] 南108
COH920201,07933801,预科大学语文与写作2,2,,刘媛,20009,,公共基础课程,中文,四平路校区,2025(民族预科班 30001),48,1,16,刘媛(20009) 星期三7-8节 [1-16] 南222
COH344501,07934001,文学与影视,2,,朱崇志,03112,,专业必修课,中文,四平路校区,"2023(汉语言文学 07004),2025(汉语言文学(二学位) 07917)",30,1,16,朱崇志(03112) 星期四9-10节 [1-16] 南212
COH247701,07934201,世界遗产艺术鉴赏,2,,黄松,08014,,专业必修课,中文,四平路校区,2024(文化产业管理 07914),28,1,16,黄松(08014) 星期三3-4节 [1-16] 南221
COH247901,07934901,中国艺术史（下）,2,,夏开丰,19089,,专业必修课,中文,四平路校区,2024(文化产业管理 07914),28,1,16,夏开丰(19089) 星期四3-4节 [1-16] 南221
COH240302,07935202,西方哲学史（下）,2,,张轩辞,13139,,专业必修课,中文,四平路校区,2024(政治学与行政学(PPE创新实验区) 53015),14,1,16,张轩辞(13139) 星期一1-2节 [1-16] 北308
COH240301,07935201,西方哲学史（下）,2,吴树博(),"吴树博,贺磊","13132,23079",",",专业必修课,中文,四平路校区,"2024(哲学 07094),2025(哲学(二学位) 07916)",15,1,16,贺磊(23079) 星期四1-2节 [12-16] 南321 吴树博(13132) 星期四1-2节 [1-11] 南321
COH240501,07935401,中国哲学史（下）,2,,刘昊,21089,,专业必修课,中文,四平路校区,"2024(哲学 07094),2025(哲学(二学位) 07916)",19,1,16,刘昊(21089) 星期一3-4节 [1-16] 南321
COH244801,07935701,外国文学史（下）,2,,刘媛,20009,,专业必修课,中文,四平路校区,"2024(汉语言文学 07004),2025(汉语言文学(二学位) 07917)",22,1,16,刘媛(20009) 星期四3-4节 [1-16] 南218
COH369003,07935803,学年论文2,2,,穆晨,21108,,实践环节课程,中文,四平路校区,2023(文化产业管理 07914),27,1,16,穆晨(21108) 星期四1-2节 [1-16] 学院教室
COH369002,07935802,学年论文2,2,,刘昊,21089,,实践环节课程,中文,四平路校区,2023(哲学 07094),23,1,16,刘昊(21089) 星期五1-2节 [1-16] 学院教室
COH369001,07935801,学年论文2,2,,丛子钰,22232,,实践环节课程,中文,四平路校区,2023(汉语言文学 07004),28,1,16,丛子钰(22232) 星期四3-4节 [1-16] 学院教室
COH010301,07936101,德国哲学,2,杨光(),"余明锋,杨光,尚静,贺磊,金翱","15150,16540,23003,23079,24117",",,,,",人文经典与审美素养,中文,四平路校区,,60,1,16,杨光(16540) 星期四9-10节 [10-13] 北218 余明锋(15150) 星期四9-10节 [4-6] 北218 贺磊(23079) 星期四9-10节 [1-3] 北218 金翱(24117) 星期四9-10节 [14-16] 北218 尚静(23003) 星期四9-10节 [7-9] 北218
COH010501,07936301,考古与人类,2,,李晨,15034,,人文经典与审美素养,中文,四平路校区,,50,1,16,李晨(15034) 星期四7-8节 [1-16] 南220
COH355501,07936501,城市空间与城市文学,2,,张屏瑾,07130,,专业选修课,中文,四平路校区,2023(汉语言文学 07004),0,1,16,张屏瑾(07130) 星期日9-10节 [1-16] 不排教室
COH248101,07937501,大学艺术英语,2,,毛秋月,19027,,专业必修课,中文,四平路校区,2024(文化产业管理 07914),28,1,16,毛秋月(19027) 星期四1-2节 [1-16] 南221
COH451101,07937801,西方现代主义艺术,2,,毛秋月,19027,,专业选修课,中文,四平路校区,2023(文化产业管理 07914),5,1,16,毛秋月(19027) 星期三3-4节 [1-16] 南207
COH357801,07937901,先锋艺术专题,2,,夏开丰,19089,,专业选修课,中文,四平路校区,2023(文化产业管理 07914),0,1,16,夏开丰(19089) 星期日9-10节 [1-16] 不排教室
COH351701,07938301,哲学外语及文献检索,2,,张振华,12100,,专业选修课,中文,四平路校区,"2023(哲学 07094),2025(哲学(二学位) 07916)",7,1,16,张振华(12100) 星期三9-10节 [1-16] 南307
COH251401,07938401,伦理学经典,2,,樊黎,16062,,专业选修课,中文,四平路校区,2024(哲学 07094),9,1,16,樊黎(16062) 星期一5-6节 [1-16] 南321
COH469001,07939301,毕业实习,4,,丁茜菡,21100,,实践环节课程,中文,四平路校区,2022(汉语言文学 07004),24,1,16,丁茜菡(21100) 星期六5-8节 [1-16] 学院安排
COH469003,07939303,毕业实习,4,,李晨,15034,,实践环节课程,中文,四平路校区,2022(文化产业管理 07914),15,1,16,李晨(15034) 星期六5-8节 [1-16] 学院安排
COH469002,07939302,毕业实习,4,,陈仕伟,21081,,实践环节课程,中文,四平路校区,2022(哲学 07094),10,1,16,陈仕伟(21081) 星期六5-8节 [1-16] 学院安排
COH255301,07942601,中国现代诗学研究,2,,丛子钰,22232,,专业选修课,中文,四平路校区,"2024(汉语言文学 07004),2025(汉语言文学(二学位) 07917)",8,1,16,丛子钰(22232) 星期五7-8节 [1-16] 南218
COH357901,07943201,艺术批评导论,2,,夏开丰,19089,,专业选修课,中文,四平路校区,2023(文化产业管理 07914),24,1,16,夏开丰(19089) 星期二1-2节 [1-16] 南207
,07943501,古陶瓷专题,2,,夏洁秋,07155,,专业选修课,中文,四平路校区,2023(文化产业管理 07914),0,1,16,夏洁秋(07155) 星期日3-4节 [1-16] 不排教室
COH012501,07960401,消费社会与消费文化,2,,金翱,24117,,科学探索与生命关怀,中文,四平路校区,,7,1,16,金翱(24117) 星期三9-10节 [1-16] 北120
COH013201,07961201,逻辑学,2,,陈君华,91138,,人文经典与审美素养,中文,四平路校区,,14,1,16,陈君华(91138) 星期三9-10节 [1-16] 北107
COH013501,07961601,艺术美学,2,,尚静,23003,,人文经典与审美素养,中文,四平路校区,,3,1,16,尚静(23003) 星期四7-8节 [1-16] 南119
COH013801,07961901,文化遗产概览,2,,黄松,08014,,人文经典与审美素养,中文,四平路校区,,17,1,16,黄松(08014) 星期三9-10节 [1-16] 南120
COH014401,07970501,西方哲学与文化,2,,尚静,23003,,人文经典与审美素养,中文,四平路校区,,3,1,16,尚静(23003) 星期三9-10节 [1-16] 南110
COH014501,07970601,后现代主义思潮,2,,张尧均,04090,,人文经典与审美素养,中文,四平路校区,,2,1,16,张尧均(04090) 星期一7-8节 [1-16] 北120
COH016001,07980901,政治哲学,2,,郑端,24061,,人文经典与审美素养,中文,四平路校区,,5,1,16,郑端(24061) 星期三9-10节 [1-16] 北119
COH016002,07980902,政治哲学,2,,郑端,24061,,人文经典与审美素养,中文,四平路校区,,0,1,16,郑端(24061) 星期三7-8节 [1-16] 南119
COH016602,07981502,宗教与文化,2,,赵晋超,23101,,人文经典与审美素养,中文,四平路校区,,2,1,16,赵晋超(23101) 星期三9-10节 [1-16] 北418
COH016601,07981501,宗教与文化,2,,赵晋超,23101,,人文经典与审美素养,中文,四平路校区,,5,1,16,赵晋超(23101) 星期三7-8节 [1-16] 北117
COH018501,07992001,中国文学经典,2,,王璞,05146,,人文经典与审美素养,中文,四平路校区,,14,1,16,王璞(05146) 星期一9-10节 [1-16] 南322
COH019501,07993001,西方近代哲学经典,2,,贺磊,23079,,人文经典与审美素养,中文,四平路校区,,1,1,16,贺磊(23079) 星期三7-8节 [1-16] 南307
COH019601,07993101,西方现代哲学经典,2,,尚静,23003,,人文经典与审美素养,中文,四平路校区,,5,1,16,尚静(23003) 星期三7-8节 [1-16] 南118
COH019801,07993301,美术经典,2,,赵晋超,23101,,人文经典与审美素养,中文,四平路校区,,1,1,16,赵晋超(23101) 星期一9-10节 [1-16] 北210
COH019901,07993401,音乐经典,2,,李欣,06111,,人文经典与审美素养,中文,四平路校区,,6,1,16,李欣(06111) 星期四7-8节 [1-16] 南122
COH020502,07994002,中国通史,2,,周萍萍,08126,,人文经典与审美素养,中文,四平路校区,,10,1,16,周萍萍(08126) 星期一9-10节 [1-16] 南118
COH020501,07994001,中国通史,2,,周萍萍,08126,,人文经典与审美素养,中文,四平路校区,,14,1,16,周萍萍(08126) 星期一7-8节 [1-16] 南118
,5000290000701,说文解字精读,2,,傅及斯,24151,,专业选修课,中文,四平路校区,2023(汉语言文学 07004),11,1,16,傅及斯(24151) 星期二1-2节 [1-16] 南212
COH269203,5000290000803,学年论文1,2,,赵晋超,23101,,实践环节课程,中文,四平路校区,2024(文化产业管理 07914),28,1,16,赵晋超(23101) 星期四7-8节 [1-16] 学院教室
COH269202,5000290000802,学年论文1,2,,贺磊,23079,,实践环节课程,中文,四平路校区,2024(哲学 07094),17,1,16,贺磊(23079) 星期五5-6节 [1-16] 学院教室
COH269201,5000290000801,学年论文1,2,,董赟,22157,,实践环节课程,中文,四平路校区,2024(汉语言文学 07004),20,1,16,董赟(22157) 星期四7-8节 [1-16] 学院教室
COH358201,5000290001001,文创空间与战略管理,2,,穆晨,21108,,专业选修课,中文,四平路校区,2023(文化产业管理 07914),26,1,16,穆晨(21108) 星期二3-4节 [1-16] 南207
COH257401,5000290001201,文化产业财务管理,2,,夏洁秋,07155,,专业选修课,中文,四平路校区,2024(文化产业管理 07914),0,1,16,夏洁秋(07155) 星期日7-8节 [1-16] 不排教室
,5000290001501,古代文化概论,2,赵成杰(),"赵成杰,张彧,傅及斯","20033,24114,24151",",,",专业选修课,中文,四平路校区,2024(汉语言文学 07004),18,1,16,赵成杰(20033) 星期四5-6节 [1-6] 南218 张彧(24114) 星期四5-6节 [7-12] 南218 傅及斯(24151) 星期四5-6节 [13-16] 南218
COH020901,5000290002101,社会哲学,2,,陈曲,20126,,人文经典与审美素养,中文,四平路校区,,3,1,16,陈曲(20126) 星期三7-8节 [1-16] 北118
COH157001,5000290003301,西方艺术史专题,2,,叶凯,07011,,专业特色模块,中文,四平路校区,2025(人文科学试验班 07915),15,1,16,叶凯(07011) 星期四7-8节 [1-16] 南111
COH130203,5000290003503,人文科学通论（下）,2,丛子钰(),"夏洁秋,吴小锋,胡国平,丛子钰","07155,12153,14214,22232",",,,",专业基础课程,中文,四平路校区,"2025(人文科学试验班 11058),2025(政治学与行政学(PPE创新实验区) 53015)",32,1,16,夏洁秋(07155) 星期二1-2节 [11-15] 北214 吴小锋(12153) 星期二1-2节 [6-10] 北214 胡国平(14214) 星期二1-2节 [16] 北214 丛子钰(22232) 星期二1-2节 [1-5] 北214
COH130202,5000290003502,人文科学通论（下）,2,吴小锋(),"夏洁秋,吴小锋,胡国平,丛子钰","07155,12153,14214,22232",",,,",公共基础课程,中文,四平路校区,"2025(民族预科班 30001),2025(人文科学试验班 60006)",37,1,16,吴小锋(12153) 星期一7-8节 [1-5] 北311 丛子钰(22232) 星期一7-8节 [11-15] 北311 胡国平(14214) 星期一7-8节 [16] 北311 夏洁秋(07155) 星期一7-8节 [6-10] 北311
COH130201,5000290003501,人文科学通论（下）,2,夏洁秋(),"夏洁秋,吴小锋,胡国平,丛子钰","07155,12153,14214,22232",",,,",专业基础课,中文,四平路校区,2025(人文科学试验班 07915),51,1,16,胡国平(14214) 星期一1-2节 [16] 南119 夏洁秋(07155) 星期一1-2节 [1-5] 南119 吴小锋(12153) 星期一1-2节 [11-15] 南119 丛子钰(22232) 星期一1-2节 [6-10] 南119
COH248201,5000290003901,艺术设计专题,2,,"易宁艳,刘成","07116,24029",",",专业必修课,中文,四平路校区,2024(文化产业管理 07914),28,1,16,刘成(24029) 星期三1-2节 [1-9 12-16] 南221 易宁艳(07116) 星期三1-2节 [10-11] 南221
COH251601,5000290004301,历史唯物主义导论,2,张娜(),"陈立新,张娜","22851,24019",",",专业选修课,中文,四平路校区,2024(哲学 07094),16,1,16,张娜(24019) 星期一7-8节 [2-16] 南321 陈立新(22851) 星期一7-8节 [1] 南321
COH022201,5000290005201,宋词导读,2,,"董赟,赵惠俊","22157,2401013","助理教授（长聘体系）,null",人文经典与审美素养,中文,四平路校区,,0,1,16,"董赟(22157),赵惠俊(2401013) 星期二9-10节 [1-16] 复旦大学邯郸校区H3209【18:30～20:10，第一周自2026年3月2日始】"
COH022301,5000290005301,近现代中西文化交流,2,,"朱静宇,王启元","05072,2401015","教授,null",社会发展与国际视野,中文,四平路校区,,0,1,16,"朱静宇(05072),王启元(2401015) 星期四7-8节 [1-16] 复旦大学邯郸校区HGX508【15:25～17:05，第一周自2026年3月2日始】"
COH022501,5000290005501,声音塑造—语言表达与歌唱,2,,易宁艳,07116,,人文经典与审美素养,中文,四平路校区,,9,1,16,易宁艳(07116) 星期四7-8节 [1-16] 云通楼三楼报告厅
COH022601,5000290006401,敦煌文献与丝路文明,2,,傅及斯,24151,,人文经典与审美素养,中文,四平路校区,,4,1,16,傅及斯(24151) 星期四9-10节 [1-16] 南316
COH022701,5000290006501,数字文化产业导论与案例,2,,臧志彭,23119,,社会发展与国际视野,中文,四平路校区,,0,1,16,臧志彭(23119) 星期一9-10节 [1-16] 云通楼228房间
COH022802,5000290006602,中国茶文化,2,,张彧,24114,,人文经典与审美素养,中文,四平路校区,,30,1,16,张彧(24114) 星期三7-8节 [1-16] 北115
COH022801,5000290006601,中国茶文化,2,,张彧,24114,,人文经典与审美素养,中文,四平路校区,,22,1,16,张彧(24114) 星期一7-8节 [1-16] 北115
COH023001,5000290006701,书法赏析,2,,王菡薇,21048,,人文经典与审美素养,中文,四平路校区,,21,1,16,王菡薇(21048) 星期一7-8节 [1-16] 北422
CDI140101,5000292000101,设计编程基础,3,曹楠(教授),"曹楠,石洋,陈晴","16057,17525,20004",",,",专业必修课,中文,四平路校区,"2024(工业设计(精英班) 09039),2024(车辆工程(创新实验区) 19030),2024(工业设计 55024),2024(视觉传达设计 55034),2024(环境设计 55044),2024(产品设计 55054),2024(工业设计(车辆造型实验区) 55092),2025(视觉传达设计(人工智能双学士学位) 55094)",39,1,16,"曹楠(16057),石洋(17525),陈晴(20004) 星期三5-7节 [1-16] 鱼缸"
CDI340301,5000292000201,智能设计导论,3,曹楠(教授),"曹楠,石洋,刘冠宏","16057,17525,23140",",,",专业必修课,中文,四平路校区,2023(视觉传达设计(人工智能双学士学位) 55094),19,1,16,"曹楠(16057),石洋(17525),刘冠宏(23140) 星期四5-7节 [1-16] 鱼缸"
CDI250301,5000292000801,设计实验(2)先进制造,2,郑康奕(),郑康奕,18666028,,专业选修课,中文,四平路校区,"2023(视觉传达设计(人工智能双学士学位) 55094),2024(车辆工程(创新实验区) 19030),2024(工业设计 55024),2024(视觉传达设计 55034),2024(环境设计 55044),2024(产品设计 55054),2024(工业设计(车辆造型实验区) 55092)",25,1,8,郑康奕(18666028) 星期五5-8节 [1-8] 工坊三楼
CDI340201,5000292001101,专业设计（4）,4,莫娇(),"莫娇,刘震元,Saverio Silli,胡琳娜","06031,10145,1805004,24077",",,null,",专业必修课,中文,四平路校区,"2023(工业设计(精英班) 09039),2023(工业设计 55024),2023(产品设计 55054)",34,1,16,"莫娇(06031),刘震元(10145),Saverio Silli(1805004),胡琳娜(24077) 星期一5-8节 [1-16] IT210"
CDI340203,5000292001103,专业设计（4）,4,杜钦(),杜钦,14201,,专业必修课,中文,四平路校区,"2023(工业设计(精英班) 09039),2023(工业设计 55024),2023(视觉传达设计 55034),2024(视觉传达设计(二学位) 55095)",35,1,8,杜钦(14201) 星期一5-8节 [1-8] IT302 杜钦(14201) 星期四1-4节 [1-8] IT302
CDI340202,5000292001102,专业设计（4）,4,杨皓(),"姚雪艳,杨皓,刘畅","00029,00042,23030",",,",专业必修课,中文,四平路校区,"2023(工业设计 55024),2023(环境设计 55044)",23,1,16,"姚雪艳(00029),杨皓(00042),刘畅(23030) 星期一5-8节 [1-16] IT211"
CDI000401,5000292001401,电影艺术中的设计,2,许乙弘(副教授),许乙弘,04089,,人文经典与审美素养,中文,四平路校区,,24,1,16,许乙弘(04089) 星期一7-8节 [1-16] 南405
CDI000601,5000292001601,设计学导论,2,邹其昌(教授),邹其昌,16041,,人文经典与审美素养,中文,四平路校区,,14,1,16,邹其昌(16041) 星期四7-8节 [1-16] 南105
CDI000602,5000292001602,设计学导论,2,邹其昌(教授),邹其昌,16041,,人文经典与审美素养,中文,四平路校区,,30,1,16,邹其昌(16041) 星期四9-10节 [1-16] 南105
CDI120401,5000292002001,人工智能科学与技术（开放设计与协同创新）,2,张磊(长聘教授),"曹楠,王志鹏,石洋,张磊,郭炜炜,陈晴,王萌","16057,17136,17525,17530,18133,20004,23080",",副教授,,,,,",公共基础课,中文,四平路校区,"2025(工科试验班(国豪精英班) 09006),2025(创新设计人才培养实验区 55003),2025(艺术设计学 55099)",100,1,16,"石洋(17525) 星期五7-8节 [2] 设计创意学院暗房报告厅 陈晴(20004) 星期五7-8节 [3] 设计创意学院暗房报告厅 张磊(17530) 星期五7-8节 [4-6] 设计创意学院暗房报告厅 王志鹏(17136) 星期五7-8节 [9-16] 设计创意学院暗房报告厅 曹楠(16057),张磊(17530) 星期五7-8节 [1] 设计创意学院暗房报告厅 郭炜炜(18133) 星期五7-8节 [7] 设计创意学院暗房报告厅 王萌(23080) 星期五7-8节 [8] 设计创意学院暗房报告厅"
